StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,block_1_prolific_ID,block_2_check#1_1,block_2_check#2_1,block_2_check#3_1,Q47_First Click,Q47_Last Click,Q47_Page Submit,Q47_Click Count,block_2_sf_dn,block_2_nh_dn,block_2_fh_dn,block_2_ph_dn,block_2_att_check,block_2_att_check_5_TEXT,block_2_how_far_1,Q229#1_1,Q231_First Click,Q231_Last Click,Q231_Page Submit,Q231_Click Count,block_2_sf_db,block_2_nh_db,block_2_fh_db,block_2_ph_db,Q237,Q237_5_TEXT,Q238_1,Q218#1_1,Q218#2_1,Q218#3_1,Q220_First Click,Q220_Last Click,Q220_Page Submit,Q220_Click Count,block_2_sf_cn,block_2_nh_cn,block_2_fh_cn,block_2_ph_cn,Q226,Q226_5_TEXT,Q227_1,Q207#1_1,Q207#2_1,Q209_First Click,Q209_Last Click,Q209_Page Submit,Q209_Click Count,block_2_sf_cb,block_2_nh_cb,block_2_fh_cb,block_2_ph_cb,Q215,Q215_5_TEXT,Q216_1,block_3_ease_of_proc,block_3_lang_underst,block_3_life_change,block_3_which_change,block_4_age,block_4_gender,block_4_cons_lib,block_4_english_lang,block_5_hurry,block_5_no_reading,block_5_distracted,block_5_study_about,block_5_seen_this,block_5_influence,block_5_feedback
2022-07-06 04:02:03,2022-07-06 04:14:11,IP Address,86.173.40.219,100,727,True,2022-07-06 04:14:11,R_11aQdtqPXfzKieW,,,,,52.9629,0.5323,anonymous,EN,5e9fd8c26fae5918240e617e,,,,,,,,,,,,,,,2023,0,0,60.13,0,I will not be doing this as I do not read science fiction.   I have no interest in the subject.,Next year I will be eighty two years of age.  Whilst my health is very good my family are concerned about me living alone and want me to live with one of my daughters.    I am currently contemplating this and considering what to do about a house full of possessions which cannot be re-located to my new address.,"I plan to return to my home land next year to visit my family.  I do this every two or three years.  It involves me driving for a long way, which i am finding increasingly tiring and am considering flying and hiring a car at the otheren.",Every year my late wife and I held a few summer garden parties and I carry on the tradition although I do not put as much work into it as my wife did.  I now leave every ting to my adult children to organise and I get pleasure carrying on the tradition.,Next year,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extremely easy,Understood completely,No,,80,Male,Slightly conservative,Yes,Never,Never,Not at all,analysis of how people thought about forthcoming events and any actions they may take in anticipation thereof.,No,No,No
2022-07-06 04:07:30,2022-07-06 04:14:13,IP Address,82.1.57.227,100,403,True,2022-07-06 04:14:13,R_1nZyb1Ngq0Gxepr,,,,,55.9335,-3.254,anonymous,EN,5f37ea7ccee6b328b7bbed2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,July,2022,0,0,60.009,0,Not the sort of thing I'd usually do as I'm not a fan of science fiction – but it might be quite interesting.,A huge move and a disruptive event with so much to organise and so much that can go wrong at the last moment. Not looking forward to it.,"With the current problems relating to travel around the world, this is something that makes me more anxious than it should. But I'm sure it will be fine.",I enjoy parties so I would look forward to this. Just need to ensure that we invite the right people and that there is enough food and drink for all.,Next week,,3,Slightly difficult,6,No,,55,Male,Liberal,Yes,Never,Never,2,No idea,No,No,No
2022-07-06 04:06:27,2022-07-06 04:14:17,IP Address,90.218.225.216,100,469,True,2022-07-06 04:14:17,R_2xxfJGuYM6tyh3o,,,,,52.4167,0.1885,anonymous,EN,6146f7b903db610d4cf373e6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,July,2022,0,0,60.023,0,"Hi, next week I shall be reading a science fiction book all about aliens. It will be very interesting book and I am to read at least 5 chapters. ","I am extremely excited to be moving into the new house, there is so much space for the kids. Every thing is packed and just waiting for the removal van to collect the boxes when its time. ","We are going to crete next week. I am really looking forward to relaxing on the beach, eating in nice restaurants and genuinely just enjoying spending time with my loved ones.",We are having a party at my house. Being a bottle. Party will start at 9  and finish whenever. Its gonna be so much fun,Next week,,15,Slightly easy,4,No,,31,Female,"Moderate, middle of the road",Yes,2,2,4,Recalling events,No,No,Ni
2022-07-06 04:08:53,2022-07-06 04:14:20,IP Address,209.93.109.214,100,327,True,2022-07-06 04:14:21,R_xtM7uB4xW1ipgFr,,,,,50.8858,-1.24,anonymous,EN,5ea0613bef1e880130b36f45,,,,,,,,,,,,,,,,,,,,,,,,,,,July,13,2022,0,0,61.259,0,Is not something I am likely to do as I am not a fan of science fiction,Would be a nightmare as I have so much to pack up and sort out.,Great.  Where are we going?  Would be nice to do something outdoors with all of the kids.  Let's gio camping.  Now I just need to get organised,A family gathering as usual.  Everyone across four generations pending time eating and interacting with one another.  Back to usual after the pandemic,Thursday next week,,2,,,,,,,,,,,,,,Moderately easy,4,No,,63,Female,Slightly conservative,Yes,2,2,6,looking to the future,No,No,Nothing to add
2022-07-06 04:03:54,2022-07-06 04:14:32,IP Address,90.253.228.235,100,637,True,2022-07-06 04:14:32,R_1dDZzj9jVizcCss,,,,,53.6875,-1.6263,anonymous,EN,5c85010127f8cb0016c93b02,,,,,,,,,,,,,,,,,,,,,,,,,,,July,14,2022,0,0,60.033,0,"I would enjoy this a lot, I love sci fi and watch star trek episodes at least once per week so this book sounds right up my alley",Oh I am nervous about this day a lot. The thought of carrying heavy furniture and being tired at the end of the day fills me with dread.,"What fun, a good time with those I love enjoying good food and drinks and talking about past memories whilst laughing a lot together.","It will be great to make all the party food, find a good playlist and get the beers in the fridge. I am looking forward to hearing everyone's news and having a good catch up.",Thursday next week,,2,,,,,,,,,,,,,,Extremely easy,Understood completely,No,,38,Female,Very liberal,No,Never,Never,Not at all,Seeing if people can imagine future events and how positive their mindset is depending if they have a major life event occuring?,no,"no, I don't think so","I accidentally pressed English is not my native language, sorry about that, it is my native language"
2022-07-06 03:50:25,2022-07-06 04:14:33,IP Address,90.209.202.11,100,1448,True,2022-07-06 04:14:33,R_2bWfYwAgHiewTGy,,,,,51.5577,-1.7767,anonymous,EN,5bf57133345b9b00016ef0a7,,,,,,,,,,,,,,,,,,,,,,,,,,,July,14,2022,0,0,60.014,0,"Next Thursday, I'm planning on reading a new book! It's science fiction, which I'm looking forward to - I remember it being my favourite genre when I was younger!",I can't wait to move house! And I can't believe it's only a just over a week away. We're moving next week which is so close!,Next week we're going to be going away - the whole family will be there. We've got a week to prepare everybody and make sure we're on the same page as we're leaving on Thursday.,"I'm going to be hosting a party in the flat next Thursday - I'm not actually sure how many people are going to be there, but I can't imagine it'll be too many.",Thursday next week,,3,,,,,,,,,,,,,,Extremely difficult,4,No,,25,Female,Slightly conservative,Yes,Sometimes,2,8,About how we interpret and answer written tasks,No,No,No
2022-07-06 04:09:10,2022-07-06 04:14:38,IP Address,86.154.45.79,100,328,True,2022-07-06 04:14:38,R_2t8RcxrzRVcMYE2,,,,,54.5396,-5.975,anonymous,EN,5d614557fb93530016803b43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,July,2022,0,0,60.012,0,I will read a very good book that is centred around a fictional town in the future where the kids have superpowers and love battling each-other. I will enjoy this book very much.,I will upgrade my home to a nicer house with a bigger garden and a bigger bedroom. I will enjoy this house very much and it will be my forever home. ,I will go to Spain next week with my family and we will have fun in the sun. We will eat great food and drink tasty cocktails. ,I will organise a party with my friends in my house on Friday. We will listen to music and dance all night long. ,Next week,,4,Slightly easy,6,No,,27,Male,Very liberal,Yes,2,Never,4,Imaging the future ,No,No,No
2022-07-06 04:02:37,2022-07-06 04:14:40,IP Address,95.149.77.178,100,723,True,2022-07-06 04:14:41,R_3M57rOAMBiSdxIs,,,,,53.4113,-2.9759,anonymous,EN,5fde8fc3c0e40a651914c261,June,30,2023,0,0,60.116,0,"It is unlikely that I would read a book like this, but if I did it would be one that I found in a local charity shop that has some kind of interesting content inside. I would read this book before bed, as to relax me and prepare me for sleep. Or would read the book on the beach in the sun as by the 30th June, weather should be nice.","I will  be going traveling in December this year and returning sometime in April, so this will most likely be the most likely thing I'll be doing in June 30th next year. I will come back and spend a month until May in a family friend's flat and then stay with my family for a while whilst I save some money and prepare to move into a new home.","I have not been on a holiday for a while, but I know the holiday would be Greece as that is where my mum wants to go and we have been meaning to visit for many years now. I would make sure to have finished all my work and have enough money saved so I can go away and enjoy and really relax. The destination I would choose would be one of the Greek islands.",I will have a housewarming party or welcome party inviting my friends from Eastbourne (where I am living now) so I can be surrounded by friends and loved ones,June 30th next year,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderately easy,Understood completely,Yes,backpacking/traveling for 5/6 months and moving out of my current beloved flat,30,Male,"Moderate, middle of the road",Yes,Never,Never,2,decision making and planning?,"yes but nothing exactly like this, on prolific",not sure,nope - good luck :)
2022-07-06 04:09:07,2022-07-06 04:14:43,IP Address,88.109.44.6,100,336,True,2022-07-06 04:14:43,R_2ZIDszBNTJMmKfD,,,,,51.6011,-3.2744,anonymous,EN,5b653f0e3662a8000158b83b,,,,,,,,,,,,,,,2023,0,0,60.011,0,"I don't have a lot of time for reading and if I did, sci-fi wouldn't be my preferred choice so I can't imagine future me reading one.",We are very likely to be moving to a new home within the next year. Our family has grown and we are looking forward to living in a bigger house more suited to our needs when both children are a little older.,We look forward to taking our next family holiday together. hopefully the travel will be easier this time.,we will be hosting the children's birthday parties and hopefully some barbecues in our new house with a bigger garden for entertaining.,Other (please specify),06/07/23,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extremely easy,Understood completely,Yes,house move,33,Female,Slightly liberal,Yes,2,Never,5,thinking in the future,no,no,no
2022-07-06 04:07:24,2022-07-06 04:14:44,IP Address,176.25.249.200,100,439,True,2022-07-06 04:14:44,R_4YHZydu3dHiv5Rf,,,,,53.7687,-2.4667,anonymous,EN,5fa3f95e37e424055200c834,,,,,,,,,,,,,,,2023,0,0,60.015,0,i am unlikely to read any science fction books next year - it is simply not something that i am interested in. I havent read any up until this point and do not see that changing ,"i will be leaving manchester next year and moving to nottingham, closer to my family in lecicester. we are looking for more support than we currently have and the ability to be closer to family and frineds will greatly help this. at present we are lone in Manchester which is a veru different place for us with kids than it wasalone",next year we will be having a family holidya and renting out a large farmhouse in france. family members are expecting children in the next 12 months so it will be grreat to all be together on holiday. ,"i expect we will be having a party to celebrate out move away from Manchester. our friends, family and local people will be invited. there will be party games, bbq, beers and fun. our parties do tend to go on quite late into the evening with music and dancing",Next year,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderately easy,Understood completely,Yes,Moving to a different area of the country,32,Male,Slightly liberal,Yes,Never,Never,2,future planning ,no,no,no
2022-07-06 04:04:57,2022-07-06 04:14:44,IP Address,86.26.246.20,100,587,True,2022-07-06 04:14:44,R_ClFtgS6GNJgpMVr,,,,,53.3933,-2.1336,anonymous,EN,5e8cab68c8e665057a49ef87,,,,,,,,,,,,,,,2023,0,0,60.011,0,I have been planning to read the Dune series after seeing the movie it provided great motivation. I hope to be able to fins dome quiet time in the garden to read.,I do not plan on moving to a new home next year as I have only moved home a year and a half ago. ,"Looking forward to taking a few city breaks with my girlfriend next year, excited as it will be the first holidays we will have had since COVID. We have been waiting for things to settle down, hopefully by next year everything should be back to normality or more so.",Looking forward to hosting barbeques in my garden during the summer months. I am aiming to get my own pizza oven to cook for friends and family. With COVID being reduced due to the vaccines this should be really exciting as we haven't been able to host big events since the pandemic.,Next year,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slightly easy,Understood completely,Yes,Finish PhD and start a new job.,27,Male,Liberal,Yes,Never,Never,Not at all,"How people feel about the upcoming year ahead, accessing if people are being more optimistic or not.",No,Answering the scenarios definitely effect how i answered the further questions.,
2022-07-06 04:06:01,2022-07-06 04:14:46,IP Address,86.161.162.134,100,524,True,2022-07-06 04:14:46,R_1KwEcv3PDnd7dPt,,,,,51.3735,-2.3594,anonymous,EN,5f562fc05e6f8a000965cbd5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,July,2022,0,0,60.015,0,"I haven't had much time to get into the book yet, but it is interesting and I intend to carve out some time to read a few pages before bed each night.  ","So excited the house is finally ready to move into.  It needs work, so we will be living out of boxes for a while - no point unpacking everything only to have to re-pack it all when we get the decorators in.  But the decorators are scheduled for the week after next so, we won't have too long to wait before it all gets sorted. You will have to come over for dinner when everything is in place.","Looking forward to Cornwall and catching up with you all properly next week.  We will drive down as early as possible, will wake the kids up at about 4am and be on the beach by breakfast time, so we will see you at the accommodation when we check in later on, unless you are planning something similar?","Still lots of cleaning and tidying to do before the party :-(  Not looking forward to that part, but the party itself should be fun.  I have bought nibbles and some booze to get things going, but everyone should bring a bottle, so hopefully we won't run dry!",Next week,,4,Slightly difficult,5,No,,,Female,Slightly liberal,Yes,2,2,4,planning,no,no,no
2022-07-06 04:06:59,2022-07-06 04:15:01,IP Address,151.230.194.210,100,482,True,2022-07-06 04:15:02,R_1ikzh5qIpzurCqN,,,,,51.5565,-3.3558,anonymous,EN,590cfded18837300010dfd8c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,July,2022,0,0,60.024,0,Science fiction is on of my favourite topics ever! I would be more than happy to sit down with a sci-fi novel and get lost in the world!,"This is actually something that may actually be happening in my life. I am currently viewing houses this week so by this time next week, I may have actually put an offer in for a new house. Something very exciting!",It has been a fairly stress filled couple of months with one thing or another and a house move being thrown in the mix would mean a family holiday couldn't come at a more perfect time! I'd embrace that!,This all depends if I buy a new house or not! The sun will be shining all next week so perfect BBQ/party weather!!!,Next week,,0,Moderately easy,Understood completely,Yes,House move (hopefully),39,Female,Liberal,Yes,Never,Never,Not at all,Peoples thought projections of the future,No,no,no
2022-07-06 04:06:25,2022-07-06 04:15:02,IP Address,86.15.62.80,100,517,True,2022-07-06 04:15:03,R_3pfCDKXE3lRYIgw,,,,,51.4535,-2.5917,anonymous,EN,5d57e4e8d37b1c00019231c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,July,2022,0,0,60.016,0,"I'm going to be reading a sci fi book next week, which is really unusual as I don't normally like that genre at all. Exciting though - I barely get time to read, so i suspect it will just be a few pages and then I'll decide if I want to keep going with it.","I can't believe we're finally moving next week. I still need to arrange care for Brian and Odin and we've not even begun packing, so it's going to be a very busy weekend ahead of this. There's a lot to think about like setting up the movers, but they'll be worth the money I think - I've moved myself too many times now!","I cannot wait to get away for a week, thank goodness for summer holidays and it's well needed after the week I've had this week! We'll hopefully manage to get good nights sleeps and indulge in some good wine and food!","I am not at all prepared for the party next week, as usual I'll be running around like a headless chicken trying to prep but ultimately I think it'll just be fine and people will bring some drinks and hopefully won't expect too much from us!",Next week,,13,Slightly difficult,3,No,,28,Female,Liberal,Yes,2,Never,Not at all,Genuinely not sure at all!,"No, nothing with so much free writing in-put.",Not really - I struggled to imagine that i would be doing all of those things in one week!,I just wasn't sure i was doing it right - maybe a slightly better example?
2022-07-06 04:10:24,2022-07-06 04:15:04,IP Address,81.98.149.64,100,279,True,2022-07-06 04:15:04,R_xmerI0vujcDyzCx,,,,,52.1073,-0.4649,anonymous,EN,5654a29404212700104a1d0e,,,,,,,,,,,,,,,,,,,,,,,,,,,July,13,2022,0,0,60.118,0,This could be very exciting if its by an author I like. I love to read so this makes me happy,That would be impossible given the timeframe and due to the fact I currently have covid 19.,Yikes - no thanks. I don't get on with most of them so could not imagine a worse possible experience,Seeing as I have covid today this too would be impossible and irresponsible to the health of other people that might be invited and attend,Thursday next week,,3,,,,,,,,,,,,,,Extremely easy,Understood completely,No,,44,Female,Liberal,Yes,Never,Never,Not at all,no idea,no,no,no there is nothing
2022-07-06 04:08:48,2022-07-06 04:15:04,IP Address,154.57.241.200,100,376,True,2022-07-06 04:15:04,R_1mrXJUuuK8M84iw,,,,,51.6074,0.7015,anonymous,EN,5edd541afcf9290f490594aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,July,2022,44.876,44.876,61.51,1,I am going to be sitting down relaxing on the sofa reading an interesting book on science fiction. I love reading so i will enjoy doing this very much. ,"I am going to be moving into a brand new home. I have lots to do, All my stuff needs to be packed ready. I am excited but at the same time very nervous. ","A family holiday abroad will be brilliant. Laying in the sun relaxing, enjoying cocktails and eating delicious food. Our normal family destination is traveling to spain.","A party full of alcohol, snacks and dancing. Non stop having fun with the people i love around me. We will start about 5pm and party on through late into the night.",Next week,,0,Slightly easy,5,No,,29,Male,Conservative,Yes,Never,Never,Not at all,Understanding peoples views on what could happen,never this was completely new,No,No
2022-07-06 04:04:44,2022-07-06 04:15:08,IP Address,31.54.246.99,100,623,True,2022-07-06 04:15:08,R_Zs253w832QdkG8V,,,,,50.986,-3.7233,anonymous,EN,589f4cdd890ea500014c4d85,,,,,,,,,,,,,,,2023,0,0,60.117,0,I am unlikely to read a science fiction book this coming year. To be honest it is decades since I read any book so there's nothing in particular I have against sci fi. It's just that I don't read books. I am likely to watch a sci fi fil or series on TV though.,"I am unlikely to move into a new home this coming year. It is though a realistic possibility that I may, with my partner, buy a building plot. We are actively looking for one now. When we have bought one with outline planning for a house on it, we would like get full planning and build a house and then sell here and move there.","I will definitely go on holidays with my partner this coming year, we go on several each year. Mostly they are mini breaks e.g. a night or two in London, but we do try to get to a summer festival, have a week in an Airbnb in the UK, and have a week away abroad somewhere hot. We do so love our holidays!",I doubt that we will have a party at our home next year. Parties are very expensive and there is a lot of clearing up afterwards. Also there's Covid to consider these days isn't there ... Long gone are our holding parties days!,Next year,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extremely easy,Understood completely,No,,61,Female,Slightly conservative,Yes,Never,Never,Not at all,I have no idea,No,"Yes, at the start when you gave me a timed minute to think, I jotted down the types of things I thought woud happen next year.","I felt lost in the moment, as if I was really in the future."
2022-07-06 04:05:55,2022-07-06 04:15:09,IP Address,86.31.154.251,100,553,True,2022-07-06 04:15:09,R_33x1OgxPOrkL38C,,,,,52.1073,-0.4649,anonymous,EN,5ca3b49f96f1eb0001a3e66e,,,,,,,,,,,,,,,2023,0,0,60.013,0,,"Hopefully I will have saved enough money for a mortgage next year and will get a new build this time next year. 
the plan is to get a 2 bedroom modest home with an office space as well.",,K will be 9 years old and really wants a party so I have decided to have a party at home. it will be mainly for the kids but you are all invited as well.,Next year,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,5,Yes,New job/promotion,41,Female,Slightly liberal,Yes,2,Never,Not at all,Planning for future events,no,no,no
2022-07-06 04:07:26,2022-07-06 04:15:12,IP Address,62.172.76.131,100,465,True,2022-07-06 04:15:12,R_3HLzvPNoCFvhXIK,,,,,51.3214,-0.5915,anonymous,EN,60b0f0950a4ec0e7d36c4229,June,30,2023,0,0,60.014,0,This isnt something I would usually do but if i were to i can image this being done on my brown hatched chair in the garden and in the sun with a beer or a cold brew.,This was the plan for June this year so this is very easily imagine in Angel or closer to Camden Dock. Having a removal van and riding my bike to meet the removal people at our new property.,Holiday will be days out around Surrey. Walks around Guildford and Virginia water with my parents and girlfriend. Stopping off at nice country pubs for beers and food.,Having our old neighbours around and also my friends from home with music in the garden and staying up until the early hours like we used to.,June 30th next year,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slightly easy,Understood completely,Yes,New job and potentially a new home,30,Male,Slightly liberal,Yes,2,Never,Not at all,I am really not sure at all.,"Yes, i have had tasks where i have had to imagine a future event",Not sure.,No
2022-07-06 03:57:18,2022-07-06 04:15:22,IP Address,86.167.229.119,100,1083,True,2022-07-06 04:15:22,R_1ffj6RksxNMGarV,,,,,54.012,-1.0437,anonymous,EN,5f2b348c2eeba5556920b2d5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,July,2022,0,0,60.12,0,"Hi Family, how are you? I've been looking forward to the release of this sci-fi book for a few months now. My pre-ordered copy arrived in the post yesterday and i'm saving it for next week when I know that I have some free time. The weather is looking nice for the weekend so I'm going to take a picnic and read the book at the park. I'll pass it on to you guys when I'm done if youd like to read it?","Hi family, how are you? I'm moving into the new flat next week. I get the keys on Saturday morning at 10.30 so I'll be leaving the city at 9am to get there in time. I hope you will all come and visit soon. The flat is very spacious, it's in an old victorian building so the windows are huge and the rooms very light and spacious. My street is a crescent and it has a community garden in the centre which is great because the flat doesn't come with a garden. Looking forward to the move and hope to see you soon","Hi family, how are you? Next week we are going on our holiday to Spain! We are all really excited because it's been years since we have been away properly and we all really need a break. We are slightly worried about travelling though since seeing all the cancellations on the news but fingers crossed ours wont be affected. I'll make sure to send you a post card.","Hi Family, how are you? Next weekend i'm throwing a flat warming party at my new place if you'd all like to come. It starts at 7.30 and it's fancy dress, you have to come as a famous welsh person or thing. I'm going as Ness from Gavin and Stacey it should be a lot of fun. There are around 30 people coming and there will be loads of food and drink. Hope oyu can make it",Next week,,0,Extremely easy,6,No,,27,Female,Liberal,Yes,Never,Never,Not at all,"don't know, language used?",no,my fictional answer for one set of plans influenced another,no
2022-07-06 04:04:40,2022-07-06 04:15:24,IP Address,86.136.183.40,100,643,True,2022-07-06 04:15:24,R_3nCyT16IAwE3qpv,,,,,52.6019,-1.1076,anonymous,EN,60818798de4cce19f740cb58,,,,,,,,,,,,,,,,,,,,,,,,,,,July,14,2022,0,0,60.008,0,"I probably wouldn't have time to do this, as my day's are pretty much filled up with the same routine. So, I wouldn't usually reach for a book and I wouldn't have one of this genre. Although, if I were to be feeling stressed, then I'd probably try and seek out a book like this to try and broaden my mind on different types of books. ","This would be extremely stressful, as moving home generally is. I'd be stressed, trying to get everything sorted for this. Also, trying to organise moving help would be stressful. I don't think I'd cope well, with this situation. As I am generally stressed In the first place. I would just have to get on with it, though as it's quite an important life event. ",This would be relaxing and I would be looking forward to it. It's always good getting away and spending time with family where you can.,"I'd be stressed preparing for this, trying to get everything sorted around my usual day-to-day. I probably wouldn't organise any kind of party, at the moment as it takes a lot of time. ",Thursday next week,,14,,,,,,,,,,,,,,Slightly difficult,3,No,,35,Female,Slightly conservative,Yes,Never,Never,4,How people view events in the future.,No,No,No
2022-07-06 04:05:23,2022-07-06 04:15:24,IP Address,81.101.163.135,100,601,True,2022-07-06 04:15:25,R_3lY80zLYKsuliWU,,,,,51.5538,-0.3102,anonymous,EN,5ea1a92e9a4975074e327627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,July,2022,0,0,60.01,0,"This is something that would cause me to feel little anxiety and will be a chance to stop and relax. However, I wouldn't be too interested in the book as I""m not a sci-fi fan. I try to enjoy the book and savour the down time.","Full of anxiety, making sure everything ready and packed and in a way which would make moving in much easier. Worrying I may have forgotten something but writing every concern down so it can be ticked off before the last day.","Nervous, not looking forward to it. Some members of the family can be argumentative and prickly, so treading on eggshells around them. Some are fun and fine, so lots of strategising on how to avoid the more difficult members so the holiday can be best enjoyed.","This would fill me with dread. Pressure of hosting people in my house, making sure everyone is fine and having a good time, worrying about noise and disturbing the neighbours, worried there may not be enough food and drink. ",Next week,,3,Moderately easy,6,No,,51,Female,Slightly conservative,Yes,Never,2,Not at all,difficult to day. perhaps about how different people perceive the future for different situations,no,thinking about next week and the emotions that stirred up could impact how I perceive the situations presented to me,no
2022-07-06 04:11:24,2022-07-06 04:15:25,IP Address,80.41.66.145,100,240,True,2022-07-06 04:15:26,R_a9j5rY6DE3ezMfT,,,,,53.9573,-1.0837,anonymous,EN,61179c38b9a23111c762b63f,June,30,2023,0,0,60.039,0,"I will be reading a book sat on the sofa whilst drinking a cup of tea, but it might not be science fiction. ","I will be moved into a new house in the area I live with my partner. We will have two bedrooms and a garden, and good storage space. ","I will be somewhere sunny, chilling out by the pool and thinking about how good life is. I will also be listening to music. ",I will be hosting a party for my friends who have not seen my new house. We will have nibbles and lots of cocktails and wine. ,June 30th next year,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderately easy,Understood completely,No,,24,Female,Liberal,Yes,2,Never,2,Imagining future events ,Nope ,Nope ,Nope 
2022-07-06 04:08:21,2022-07-06 04:15:27,IP Address,31.54.184.20,100,426,True,2022-07-06 04:15:28,R_1cSvFxkfRtrZ57m,,,,,52.7757,-2.0527,anonymous,EN,60a527516df83b817e8e7dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,July,2022,0,0,60.112,0,"I have been given a book about science fiction by my friend, I don't normally read this genre but it is his favourite so I promised I would give it a go. ",Next week I am moving into my new home where I'll be living with my best mate and my sister in London. It's going to be chaotic as we have no furniture and the move in date keeps getting pushed back.I'm very excited to be moving but imagine that i am going to have very little money living in such an expensive city,"Next week we will be going to Croatia, it will be eventful as airlines keep cancelling flights so I'm a little worried that ours will be cancelled. I am looking forward to it a lot as I haven't seen my family in 5 months",I am having a surprise birthday party at mine next week for my mum. We have got a chocolate cake and bought her a new book as a present. Hopefully she'll like it. We have invited all her close friends and family.,Next week,,4,Moderately easy,6,No,,23,Female,Liberal,Yes,2,2,2,Planning for the future,no ,no,no
2022-07-06 04:07:03,2022-07-06 04:15:31,IP Address,88.98.244.253,100,508,True,2022-07-06 04:15:32,R_3NLpb2HceZiidES,,,,,55.867,-4.2621,anonymous,EN,6124db98095651d81d87443a,,,,,,,,,,,,,,,,,,,,,,,,,,,July,14,2022,0,0,60.026,0,I'd read this in the evening on the couch. Most likely with a glass of wine I'd do this task at the end of the day as a way to unwind before bed,"Stressful. I'd be planning to move everything as quick as possible, picking up a rental van in the morning and doing multiple trips to move everything into the new place asap",I'd go midday to this event. After catching up with family i'd gravitate to the kitchen to help cook the meal and useful,Stress clean before people arrive. I would also pick up supplies like snacks and drinks. Also i'd select something good music wise to start the night,Thursday next week,,0,,,,,,,,,,,,,,Extremely easy,Understood completely,No,,31,Male,"Moderate, middle of the road",Yes,2,2,Not at all,not sure,no,no,no
2022-07-06 04:09:14,2022-07-06 04:15:43,IP Address,86.150.143.120,100,388,True,2022-07-06 04:15:43,R_RgaChSURshDzdU5,,,,,55.9135,-4.4084,anonymous,EN,5aeb5aba7ed5460001572dad,June,30,2023,0,0,60.021,0,"I plan to get through all the novels I have stacked on my desk, finishing the last one on June 30th. ",I will move into a new home by June 30th as our family will have grown by 1 member hopefully. ,"As I will be on maternity leave, we hope to have our first family vacation around this time and it will be good.","We won't have a party at our home as it's currently too small, but maybe at another family members house. ",June 30th next year,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderately easy,5,Yes,A child,28,Female,"Moderate, middle of the road",Yes,2,2,3,to think about your life 1 year from now and imagine what you would be doing on a specific date (Jun 30th),No,No,No
2022-07-06 04:04:30,2022-07-06 04:15:43,IP Address,80.43.220.160,100,672,True,2022-07-06 04:15:43,R_3Hum5lsFqm6dgMM,,,,,52.999,-2.1871,anonymous,EN,607d91eab8be13e8c81257aa,,,,,,,,,,,,,,,2023,0,0,60.008,0,Science Fiction books are always best read at autumn or winter time since hot weather doesn't really mix well with the themes.  Evening time is a good time for reading as its the only time i get to concentrate without interruption.,This seems rather unlikely however if I were to win the lottery then moving into a new home would be great. Id like a massive kitchen and a kids playroom and a craft room.  ,It would be amazing to go on holiday again with my family especially as it will be 4 years since our last holiday by then. I still wouldn't want to get on a plane though so maybe a camping trip in Wales or Scotland would be nice. ,"I can't envisage having people into my home even by next year. However perhaps a Halloween party for the four of us would be nice.  Spooky food, lots of sweets and chocolate.  Scary costumes and games. ",Next year,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slightly difficult,5,No,,45,Female,Liberal,Yes,2,Never,Not at all,language?,"similar about imagining situations and writing about them, but none were set in the future.",no ,no
