StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q178,Q4#1_1,Q4#2_1,Q4#3_1,Q47_First Click,Q47_Last Click,Q47_Page Submit,Q47_Click Count,list_cn,reading_cn,army_cn,clothes_cn,apple_cn,tree_cn,carpeting_cn,house_cn,room_cn,rent_cn,houseplants_cn,door_cn,voting_cn,tree_cn,personality_cn,toothbrusing_cn,test_cn,greeting_cn,temptation_cn,eating_cn,garden_cn,car_cn,cavity_cn,child_cn,doorbell_cn,attention check,attention check_5_TEXT,Q61_1,Q167#1_1,Q167#2_1,Q167#3_1,Q73_First Click,Q73_Last Click,Q73_Page Submit,Q73_Click Count,list_dn,reading_dn,army_dn,clothes_dn,apple_dn,tree_dn,carpeting_dn,house_dn,room_dn,rent_dn,houseplants_dn,door_dn,voting_dn,tree_dn,personality_dn,toothbrushing_dn,test_dn,greeting_dn,temptation_dn,eathing_dn,garden_dn,car_dn,cavity_dn,child_dn,doorbell_dn,Q101,Q101_5_TEXT,Q102_1,Q117#1_1,Q117#2_1,Q119_First Click,Q119_Last Click,Q119_Page Submit,Q119_Click Count,list_cb,reading_cb,army_cb,clothes_cb,apple_cb,tree_cb,carpeting_cb,house_cb,room_cb,rent_cb,houseplants_cb,door_cb,voting_cb,tree_cb,presonality_cb,toothbrushing_cb,test_cb,greeting_cb,temptation_cb,eating_cb,garden_cb,travelling_cb,cavity_cb,child_cb,doorbell_cb,Q147,Q147_5_TEXT,Q148_1,Q165#1_1,Q152_First Click,Q152_Last Click,Q152_Page Submit,Q152_Click Count,list_db,reading_db,army_db,clothes_db,apple_db,tree_db,carpeting_db,house_db,room_db,rent_db,houseplants_db,door_db,voting_db,tree_db,personality_db,toothbrushing_db,test_db,greeting_db,temptation_db,eating_db,garden_db,car_db,cavity_db,child_db,doorbell_db,Q180,Q180_5_TEXT,Q181_1,Q44_1,Q44_2,Q44_3,Q44_4,Q44_5,Q44_6,Q44_7,Q44_8,Q44_9,Q46,Q47,Q48,Q62,Q171,Q173,Q176,Q177,Q49,Q52,Q63,Q56,Q58,Q59,Q60
2022-05-20 01:46:18,2022-05-20 01:52:31,IP Address,185.67.183.169,100,373,True,2022-05-20 01:52:31,R_cZr6HIWSdSv9NiV,,,,,64.1369,-21.9139,anonymous,EN,5faeddedfa4c000afe09d904,May,26,2022,0,0,60.02,0,Writing things down,Gaining knowledge,Signing up,Putting clothes into the machine,Pulling an apple off a branch,Wielding an axe,Using a yard stick,Vacuuming the floor,Applying brush strokes,Writing a check,Watering plants,Putting a key in the lock,Marking a ballot,Holding on to branches,Answering questions,Moving a brush around in ones mouth,Answering questions,Saying hello,"Saying ""no""",Chewing and swallowing,Planting seeds,Following a map,Going to the dentist,Using simple words,Moving a finger,Thursday next week,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,4,Not at all,3,5,5,4,Moderately difficult,Understood completely,No,,39,Female,Liberal,Yes,Never,Never,3,If I´m intuitive or logic driven,No I don´t think so,"Having to think about the tasks before hand and then go back to thinking about Thursday next week, was a bit difficult",I don´t think so
2022-05-20 01:45:26,2022-05-20 01:52:33,IP Address,78.86.129.252,100,426,True,2022-05-20 01:52:33,R_1pKASwL0eYEbUIw,,,,,51.4964,-0.1224,anonymous,EN,60fcbc0b079e2cfc50954745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May,2022,0,0,60.15,0,Writing things down,Gaining knowledge,Helping the Nations defense,Removing odors from clothes,Pulling an apple off a branch,Wielding an axe,Getting ready to remodel,Showing ones cleanliness,Making the room look fresh,Maintaining a place to live,Watering plants,Putting a key in the lock,Marking a ballot,Holding on to branches,Answering questions,Moving a brush around in ones mouth,Answering questions,Saying hello,Showing moral courage,Getting nutrition,Getting fresh vegetables,Following a map,Going to the dentist,Teaching a child something,Seeing if someones home,Next week,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,Very much so,6,3,Very much so,Not at all,Not at all,Not at all,Extremely easy,Understood completely,No,,19,Female,Liberal,Yes,2,2,Not at all,Intuition ,No,No,No
2022-05-20 01:39:22,2022-05-20 01:52:40,IP Address,197.185.107.198,100,798,True,2022-05-20 01:52:40,R_1LFsm9NW26nrQRJ,,,,,-26.3811,27.8376,anonymous,EN,60aabd6effd26fddd20c455d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,0,0,60.019,0,Getting organized,Gaining knowledge,Helping the Nations defense,Putting clothes into the machine,Pulling an apple off a branch,Wielding an axe,Using a yard stick,Showing ones cleanliness,Making the room look fresh,Maintaining a place to live,Watering plants,Securing the house,Influencing the election,Getting a good view,Revealing what you are like,Preventing tooth decay,Answering questions,Showing friendliness,Showing moral courage,Getting nutrition,Planting seeds,Following a map,Protecting your teeth,Teaching a child something,Seeing if someones home,Next year,,4,Not at all,Very much so,Very much so,5,Not at all,Very much so,Very much so,Very much so,Very much so,Moderately easy,Understood completely,Yes,Going into politics,23,Male,Conservative,Yes,Never,Never,Not at all,"its very interesting, putting your mind to work. ",no,It made me think about my future,no
2022-05-20 01:44:13,2022-05-20 01:52:44,IP Address,86.162.193.104,100,511,True,2022-05-20 01:52:45,R_3FVeyvIXTsDmB7r,,,,,51.6235,-4.0344,anonymous,EN,5a1ff5e9517dfb00013dd64d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,June,30,2023,0,0,60.01,0,Getting organized,Gaining knowledge,Helping the Nations defense,Putting clothes into the machine,Pulling an apple off a branch,Wielding an axe,Using a yard stick,Vacuuming the floor,Applying brush strokes,Maintaining a place to live,Watering plants,Putting a key in the lock,Marking a ballot,Holding on to branches,Revealing what you are like,Moving a brush around in ones mouth,Answering questions,Saying hello,"Saying ""no""",Chewing and swallowing,Planting seeds,Seeing the countryside,Going to the dentist,Teaching a child something,Seeing if someones home,June 30th next year,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,Very much so,6,Not at all,6,2,5,2,Moderately easy,6,Yes,"I am purchasing a house and moving in with partner, so anticipate that big change",34,Male,Slightly conservative,Yes,Never,Never,2,"I'm not sure, but the questions seemed to be aimed at how we conceptualise tasks- the result or the action? Just an idea","Not exactly like these, but this is prolific, I have done surveys asking how I think before, yes.","To be honest, the opening description being so polite and asking for my full attention etc did make me take this seriously- I wanted to help.","worked fine, straightforward.  Thank you."
2022-05-20 01:44:57,2022-05-20 01:52:59,IP Address,86.181.183.75,100,482,True,2022-05-20 01:52:59,R_1qXuxMnDQfsUFHq,,,,,52.926,-1.4334,anonymous,EN,610af45037b32f1e231f9a24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,0,0,60.125,0,Writing things down,Following lines of print,Helping the Nations defense,Putting clothes into the machine,Pulling an apple off a branch,Getting firewood,Using a yard stick,Vacuuming the floor,Making the room look fresh,Writing a check,Watering plants,Putting a key in the lock,Marking a ballot,Holding on to branches,Revealing what you are like,Preventing tooth decay,Answering questions,Saying hello,"Saying ""no""",Chewing and swallowing,Planting seeds,Seeing the countryside,Going to the dentist,Teaching a child something,Moving a finger,Next year,,8,6,5,6,6,Not at all,6,3,4,Not at all,Neither easy nor difficult,Understood completely,No,,56,Female,Liberal,Yes,Never,Never,Not at all,"How literal I am, do I work by instinct ","Yes, about instinct",No,No
2022-05-20 01:45:33,2022-05-20 01:53:08,IP Address,82.1.134.128,100,454,True,2022-05-20 01:53:08,R_XmKLOWoZMRvQ317,,,,,55.9139,-4.3311,anonymous,EN,56bb5211724769000db74a25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,0,0,60.031,0,Getting organized,Gaining knowledge,Helping the Nations defense,Putting clothes into the machine,Getting something to eat,Wielding an axe,Getting ready to remodel,Vacuuming the floor,Applying brush strokes,Maintaining a place to live,Watering plants,Securing the house,Marking a ballot,,Answering questions,Preventing tooth decay,Answering questions,Saying hello,"Saying ""no""",Chewing and swallowing,Planting seeds,Following a map,Protecting your teeth,Teaching a child something,Seeing if someones home,Next year,,12,6,2,Very much so,6,Not at all,6,2,2,Not at all,Slightly easy,Understood completely,Yes,Baby starts nursery and I go back to work from mat leave,35,Female,Slightly liberal,Yes,Never,Never,2,How thinking about the future changes your perception of things,No,No,No
2022-05-20 01:47:00,2022-05-20 01:53:08,IP Address,81.96.176.2,100,368,True,2022-05-20 01:53:09,R_29t6yX5Hp0PEQwR,,,,,52.6923,-1.8226,anonymous,EN,604b66c7484e6b4eb2de4df0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,June,30,2023,0,0,60.113,0,Getting organized,Gaining knowledge,Helping the Nations defense,Putting clothes into the machine,Pulling an apple off a branch,Getting firewood,Getting ready to remodel,Vacuuming the floor,Making the room look fresh,Maintaining a place to live,Watering plants,Securing the house,Marking a ballot,Getting a good view,Answering questions,Preventing tooth decay,Answering questions,Showing friendliness,"Saying ""no""",Getting nutrition,Planting seeds,Following a map,Going to the dentist,Using simple words,Seeing if someones home,June 30th next year,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,5,2,2,5,3,6,5,Moderately easy,Understood completely,No,,26,Female,"Moderate, middle of the road",Yes,2,Never,2,how people view actions differently.,No,No,
2022-05-20 01:34:10,2022-05-20 01:53:08,IP Address,105.12.7.240,100,1138,True,2022-05-20 01:53:09,R_2Swzix0YNfMbgnE,,,,,-26.3811,27.8376,anonymous,EN,60a389033d4b5c9b6ebd15ec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,0,0,60.024,0,Writing things down,Gaining knowledge,Helping the Nations defense,Putting clothes into the machine,Pulling an apple off a branch,Getting firewood,Getting ready to remodel,Vacuuming the floor,Making the room look fresh,Maintaining a place to live,Watering plants,Securing the house,Influencing the election,Getting a good view,Revealing what you are like,Preventing tooth decay,Showing ones knowledge,Showing friendliness,Showing moral courage,Getting nutrition,Getting fresh vegetables,Seeing the countryside,Protecting your teeth,Using simple words,Seeing if someones home,June 30th next year,,3,4,6,Not at all,Not at all,Not at all,5,3,6,4,Extremely easy,Understood completely,Yes,"My partner, daughter and I will be moving to a much bigger place in January 2023 and will buy our first car in March 2023.",21,Female,Conservative,Yes,Never,Never,Not at all,I think it was about trying to find out whether asking someone to think about their future might take away their attention from any task they are presently busy with. ,No I have never,No,Just that this was one unique and well thought out survey
2022-05-20 01:45:46,2022-05-20 01:53:15,IP Address,82.24.78.159,100,449,True,2022-05-20 01:53:16,R_24Jo87zaLs9edMo,,,,,54.571,-1.316,anonymous,EN,5c5a000eb7edc10001a7ee16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,0,0,60.041,0,Getting organized,Gaining knowledge,Signing up,Removing odors from clothes,Getting something to eat,Getting firewood,Getting ready to remodel,Vacuuming the floor,Making the room look fresh,Maintaining a place to live,Watering plants,Putting a key in the lock,Marking a ballot,Holding on to branches,Revealing what you are like,Preventing tooth decay,Showing ones knowledge,Saying hello,"Saying ""no""",Getting nutrition,Planting seeds,Seeing the countryside,Protecting your teeth,Teaching a child something,Seeing if someones home,Next year,,4,3,3,5,5,Not at all,5,5,Very much so,5,Moderately easy,Understood completely,Yes,My fiancé just died and I don't know if I'll be working or where I'll be living ,34,Female,Slightly liberal,Yes,2,Never,Not at all,How imagination affects taking things literally?,No,No,I did the study quickly but felt like my answers were the ones I would choose regardless of how quickly I did it - intuition is important to me
2022-05-20 01:47:10,2022-05-20 01:53:39,IP Address,82.44.245.230,100,389,True,2022-05-20 01:53:40,R_u2FkNswC6vmPEPv,,,,,55.9153,-3.1977,anonymous,EN,5f15e1503895c31332e24283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May,2022,0,0,60.117,0,Getting organized,Gaining knowledge,Helping the Nations defense,Putting clothes into the machine,Pulling an apple off a branch,Wielding an axe,Getting ready to remodel,Showing ones cleanliness,Making the room look fresh,Maintaining a place to live,Watering plants,Securing the house,Influencing the election,Holding on to branches,Answering questions,Preventing tooth decay,Answering questions,Saying hello,Showing moral courage,Getting nutrition,Getting fresh vegetables,Seeing the countryside,Going to the dentist,Using simple words,Seeing if someones home,Next week,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,6,5,Not at all,4,5,5,Not at all,Moderately easy,Understood completely,No,,39,Male,Liberal,Yes,2,Never,Not at all,How people percieve things differently,No,Not that I can think of,No
2022-05-20 01:46:13,2022-05-20 01:53:48,IP Address,5.81.63.16,100,455,True,2022-05-20 01:53:49,R_2YQEZ6IAAAy8BgK,,,,,53.8725,-3.0213,anonymous,EN,571b60465d40840012c3fd40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,31.3,32.036,60.021,2,Getting organized,Gaining knowledge,Helping the Nations defense,Putting clothes into the machine,Pulling an apple off a branch,Getting firewood,Getting ready to remodel,Vacuuming the floor,Making the room look fresh,Maintaining a place to live,Watering plants,Securing the house,Influencing the election,Holding on to branches,Revealing what you are like,Preventing tooth decay,Answering questions,Saying hello,"Saying ""no""",Getting nutrition,Planting seeds,Seeing the countryside,Protecting your teeth,Using simple words,Seeing if someones home,Next year,,7,5,2,5,4,Not at all,5,4,6,4,Moderately difficult,6,No,,77,Female,Conservative,Yes,Never,Never,Not at all,PLANNING AHEAD,NO,NO,NO
2022-05-20 01:41:25,2022-05-20 01:53:56,IP Address,102.36.19.29,100,750,True,2022-05-20 01:53:56,R_ZfnpPKvas1FL7ih,,,,,-26.3811,27.8376,anonymous,EN,5f5cffe14b1d5452fdfb6abf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,June,30,2023,0,0,60.017,0,Writing things down,Gaining knowledge,Helping the Nations defense,Removing odors from clothes,Pulling an apple off a branch,Wielding an axe,Getting ready to remodel,Showing ones cleanliness,Making the room look fresh,Maintaining a place to live,Making the room look nice,Securing the house,Marking a ballot,Getting a good view,Revealing what you are like,Preventing tooth decay,Answering questions,Showing friendliness,Showing moral courage,Chewing and swallowing,Getting fresh vegetables,Seeing the countryside,Protecting your teeth,Teaching a child something,Moving a finger,June 30th next year,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Very much so,Not at all,Not at all,Not at all,4,4,Very much so,Not at all,Slightly difficult,6,Yes,Financial change ,23,Female,"Moderate, middle of the road",Yes,Never,Never,2,I thought it was interesting cause it made me think about the future ,No,"Yes, it will make me imagine the future more ",Great study!
2022-05-20 01:39:32,2022-05-20 01:53:58,IP Address,105.0.4.237,100,866,True,2022-05-20 01:53:58,R_2qyjZUVwuXc0BxZ,,,,,-26.3811,27.8376,anonymous,EN,6054ce9cd4e5c96ab84e9113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May,2022,16.542,16.542,60.137,1,Getting organized,Gaining knowledge,Signing up,Putting clothes into the machine,Getting something to eat,Getting firewood,Getting ready to remodel,Vacuuming the floor,Making the room look fresh,Maintaining a place to live,Watering plants,Securing the house,Marking a ballot,Holding on to branches,Revealing what you are like,Preventing tooth decay,Answering questions,Saying hello,"Saying ""no""",Chewing and swallowing,Planting seeds,Seeing the countryside,Protecting your teeth,Using simple words,Seeing if someones home,Next week,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Very much so,Not at all,Not at all,Not at all,Very much so,Very much so,Very much so,Not at all,Moderately easy,Understood completely,Yes,The things i do next week they obviously wont be the same. The book I am currently reading now would not give me the same knowledge next week ,24,Female,Slightly conservative,Yes,Never,Never,Not at all,"Finding out how people define words that mean the same thing but in different ways, as well as how they plan for their next event",No,No ,Nothing
2022-05-20 01:46:24,2022-05-20 01:54:25,IP Address,81.111.111.117,100,481,True,2022-05-20 01:54:26,R_2dj1sobMDD4t1mD,,,,,52.7757,-2.0527,anonymous,EN,575fe506f371330006a47b16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May,2022,0,0,60.026,0,Writing things down,Gaining knowledge,Signing up,Putting clothes into the machine,Getting something to eat,Wielding an axe,Getting ready to remodel,Vacuuming the floor,Applying brush strokes,Maintaining a place to live,Watering plants,Securing the house,Influencing the election,Holding on to branches,Revealing what you are like,Moving a brush around in ones mouth,Answering questions,Saying hello,"Saying ""no""",Getting nutrition,Planting seeds,Following a map,Going to the dentist,Using simple words,Moving a finger,Next week,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,5,5,Not at all,4,4,6,4,Moderately easy,Understood completely,No,,36,Female,Slightly liberal,Yes,Never,Never,Not at all,How far one thinks and projects into the future - whether that be a week or a year - effects their current perception of certain things.,No,Asking participants to think one week ahead for a minute may effect their answers later in the study. ,N/A
2022-05-20 01:46:45,2022-05-20 01:54:31,IP Address,2.218.59.209,100,465,True,2022-05-20 01:54:31,R_274r24kSitkn3BA,,,,,50.7018,-3.5346,anonymous,EN,615a2e97b0be29228a04569c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May,2022,0,0,60.03,0,Getting organized,Gaining knowledge,Signing up,Removing odors from clothes,Pulling an apple off a branch,Getting firewood,Getting ready to remodel,Vacuuming the floor,Making the room look fresh,Maintaining a place to live,Making the room look nice,Securing the house,Influencing the election,Getting a good view,Revealing what you are like,Preventing tooth decay,Showing ones knowledge,Showing friendliness,Showing moral courage,Getting nutrition,Getting fresh vegetables,Seeing the countryside,Protecting your teeth,Using simple words,Seeing if someones home,Other (please specify),Friday next week,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Very much so,5,2,Not at all,4,6,Very much so,5,Slightly easy,Understood completely,No,,34,Male,Very liberal,Yes,Never,Never,2,"People's perception of the future, various tasks and the attention they pay to them.","Yes, I recall doing a similar survey a while back.","No, I don't think so.","No, all good :)"
2022-05-20 01:48:50,2022-05-20 01:54:33,IP Address,84.9.90.2,100,343,True,2022-05-20 01:54:34,R_2QziblvgMs0SIYz,,,,,51.509,-0.1882,anonymous,EN,5ab8ce6da3ba7a0001b41664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,0,0,60.111,0,Writing things down,Gaining knowledge,Signing up,Putting clothes into the machine,Pulling an apple off a branch,Wielding an axe,Using a yard stick,Vacuuming the floor,Making the room look fresh,Maintaining a place to live,Watering plants,Securing the house,Marking a ballot,Holding on to branches,Answering questions,Moving a brush around in ones mouth,Answering questions,Showing friendliness,Showing moral courage,Getting nutrition,Planting seeds,Seeing the countryside,Going to the dentist,Using simple words,Moving a finger,Next year,,4,6,4,4,5,2,5,4,3,3,Slightly easy,6,No,,55,Female,Slightly liberal,Yes,2,Never,2,no idea,no,no,no
2022-05-20 01:43:54,2022-05-20 01:54:39,IP Address,196.21.157.2,100,645,True,2022-05-20 01:54:40,R_2Wx59jozPDyKlt3,,,,,-26.7005,27.8179,anonymous,EN,600c076036051a2e189d19f2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May,2022,0,0,60.127,0,Writing things down,Gaining knowledge,Signing up,Putting clothes into the machine,Getting something to eat,Getting firewood,Using a yard stick,Vacuuming the floor,Applying brush strokes,Maintaining a place to live,Watering plants,Putting a key in the lock,Marking a ballot,Holding on to branches,Answering questions,Moving a brush around in ones mouth,Answering questions,Saying hello,Showing moral courage,Chewing and swallowing,Planting seeds,Following a map,Going to the dentist,Using simple words,Moving a finger,Thursday next week,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,Very much so,4,Not at all,Very much so,4,3,Not at all,Neither easy nor difficult,Understood completely,No,,34,Female,"Moderate, middle of the road",No,Never,Never,2,Temporal Orientation,No,No,No
2022-05-20 01:48:55,2022-05-20 01:54:50,IP Address,109.151.115.229,100,355,True,2022-05-20 01:54:51,R_vBSHbMu9NkwglPj,,,,,57.1626,-2.1518,anonymous,EN,59024c8c70eeec000180b2b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May,2022,0,0,60.015,0,Getting organized,Following lines of print,Signing up,Putting clothes into the machine,Getting something to eat,Wielding an axe,Getting ready to remodel,Vacuuming the floor,Applying brush strokes,Writing a check,Watering plants,Securing the house,Marking a ballot,Holding on to branches,Answering questions,Preventing tooth decay,Answering questions,Saying hello,"Saying ""no""",Getting nutrition,Planting seeds,Following a map,Going to the dentist,Using simple words,Moving a finger,Other (please specify),1 week today,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,5,5,Not at all,5,4,5,Not at all,Moderately easy,6,No,,42,Female,"Moderate, middle of the road",Yes,2,Never,2,Making choices,No,No,No
2022-05-20 01:48:24,2022-05-20 01:54:51,IP Address,196.250.193.3,100,387,True,2022-05-20 01:54:51,R_DIBmEZAvtrGWJeV,,,,,-34.0486,18.4811,anonymous,EN,600bfa88b135b82bdf3dcc36,May,26,2022,0,0,60.114,0,Getting organized,Gaining knowledge,Signing up,Putting clothes into the machine,Getting something to eat,Wielding an axe,Getting ready to remodel,Showing ones cleanliness,Applying brush strokes,Writing a check,Watering plants,Securing the house,Marking a ballot,Getting a good view,Answering questions,Moving a brush around in ones mouth,Answering questions,Saying hello,Showing moral courage,Getting nutrition,Planting seeds,Seeing the countryside,Protecting your teeth,Using simple words,Seeing if someones home,Thursday next week,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,Very much so,5,Not at all,6,6,Very much so,2,Extremely easy,Understood completely,No,,22,Female,Liberal,Yes,Sometimes,Never,3,Determining whether future plans revolve around actions taken to complete the task itself or rather the benefit of the task / why the task is being done. ,No,Thinking about what I will be doin next Thursday primed me to think about concrete actions I will be taking in the future and how it will impact my future.,No
2022-05-20 01:50:21,2022-05-20 01:54:51,IP Address,86.148.147.48,100,269,True,2022-05-20 01:54:52,R_1oj9f4NvE3sz4Zy,,,,,51.4604,-2.7555,anonymous,EN,5d62ca3427a84f00010fbd03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,June,30,2023,0,0,61.801,0,Getting organized,Gaining knowledge,Signing up,Putting clothes into the machine,Pulling an apple off a branch,Wielding an axe,Getting ready to remodel,Showing ones cleanliness,Making the room look fresh,Maintaining a place to live,Watering plants,Putting a key in the lock,Influencing the election,Getting a good view,Answering questions,Moving a brush around in ones mouth,Answering questions,Saying hello,"Saying ""no""",Getting nutrition,Planting seeds,Following a map,Going to the dentist,Teaching a child something,Seeing if someones home,June 30th next year,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,5,Very much so,4,Not at all,Very much so,4,6,Not at all,Moderately difficult,Understood completely,No,,36,Female,Very liberal,Yes,Never,Never,Not at all,Not sure,No,No,No
2022-05-20 01:47:09,2022-05-20 01:55:03,IP Address,154.126.212.118,100,474,True,2022-05-20 01:55:04,R_9p1wMxHZl3ip9aV,,,,,-26.7168,27.1054,anonymous,EN,604fafba0c6ce33ea4e8ec05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,0,0,60.114,0,Getting organized,Gaining knowledge,Helping the Nations defense,Removing odors from clothes,Getting something to eat,Getting firewood,Getting ready to remodel,Showing ones cleanliness,Making the room look fresh,Maintaining a place to live,Watering plants,Putting a key in the lock,Influencing the election,Getting a good view,Revealing what you are like,Preventing tooth decay,Showing ones knowledge,Showing friendliness,Showing moral courage,Getting nutrition,Getting fresh vegetables,Seeing the countryside,Protecting your teeth,Teaching a child something,Seeing if someones home,Next year,,3,Very much so,3,6,2,Not at all,Very much so,6,Very much so,2,Extremely easy,Understood completely,Yes,I am hoping to be a master student which will bring opportunities that are going to change my life forever in the next year and my whole life from that time onwards,21,Male,Liberal,Yes,2,Never,Not at all,I thought it was interesting especially when I realized that each action is associated with some important reason. ,No,No,No
2022-05-20 01:45:37,2022-05-20 01:55:10,IP Address,2.31.160.4,100,572,True,2022-05-20 01:55:10,R_2ZD29arJF2o26JI,,,,,52.9898,-1.282,anonymous,EN,5a425feb6d85f80001c244fc,May,26,2022,0,0,60.108,0,Getting organized,Gaining knowledge,Signing up,Putting clothes into the machine,Pulling an apple off a branch,Getting firewood,Getting ready to remodel,Vacuuming the floor,Making the room look fresh,Maintaining a place to live,Watering plants,Putting a key in the lock,Influencing the election,Holding on to branches,Revealing what you are like,Preventing tooth decay,Showing ones knowledge,Saying hello,"Saying ""no""",Getting nutrition,Planting seeds,Seeing the countryside,Going to the dentist,Teaching a child something,Seeing if someones home,Thursday next week,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Not at all,Very much so,5,Not at all,6,4,4,3,Moderately easy,Understood completely,No,,37,Female,Slightly liberal,Yes,2,Never,2,a persons perception,no,no,no
